Taxi Group Name,Taxi Division Rank,Driver Full Name,Vehicle Brand,Experience Group,Special Awards,Endurance Score,Profitability Score,Safety Score,Efficiency Score,#of1Star Ratings,#of2Star Ratings,#of3Star Ratings,#of4Star Ratings,#of5Star Ratings
"Edwards, Burrows and Hill",2,Debra Higgins,7,6,False,-1.19193,-1.60716,-1.15917,-0.38495,10,34,40,19,18
Iqbal PLC,0,Janice Parker,17,5,False,0.824138,-0.279754,0.468597,1.44512,0,5,11,51,50
Iqbal PLC,0,Hugh Allen,13,3,False,1.17993,-0.275445,0.289744,-0.508122,15,31,42,14,6
Iqbal PLC,0,Jeffrey Singh,1,3,False,-0.702518,0.131505,1.66739,-1.62689,5,36,28,20,26
Iqbal PLC,1,Diane Ahmed,6,5,False,0.622868,0.561771,-0.254916,-0.204321,10,12,30,47,46
Iqbal PLC,1,Mohammad Wilson,15,2,False,1.20881,2.67136,2.47198,0.0389249,15,24,40,36,17
Iqbal PLC,1,Harriet Wade,14,5,False,0.114256,-0.819036,0.635707,-0.0363537,14,25,53,24,15
Iqbal PLC,1,Craig Williams,6,6,False,-0.345486,-0.817002,-0.547879,0.0651876,3,10,22,35,40
Iqbal PLC,1,Alison Rhodes,3,4,False,-0.0380964,-0.231074,1.32209,-0.383926,-2,2,-1,67,53
Iqbal PLC,1,Marilyn Porter,3,1,False,-1.06418,-1.55964,-0.687285,1.04438,4,19,21,31,30
Iqbal PLC,2,Francis Jones,0,2,False,-0.847696,-0.333327,0.420982,-1.74157,4,17,32,41,31
Iqbal PLC,1,Dawn Parsons,9,3,False,-1.12173,-1.29108,-0.831493,-1.4063,9,14,33,33,34
Iqbal PLC,3,Aimee Jones,16,4,True,1.2536,1.27688,1.46844,0.699306,3,3,1,57,67
Iqbal PLC,3,Oliver Pearson,6,5,False,0.784993,0.42273,-0.619972,-0.54995,16,31,48,15,16
Iqbal PLC,3,Michelle Howarth,17,1,False,-0.623412,-0.502327,0.751685,0.549732,18,27,37,22,29
Iqbal PLC,3,Adam Ali,12,2,False,-0.560354,-0.253717,-0.619368,0.580527,7,7,5,63,46
Iqbal PLC,3,Joshua Robinson,15,6,False,0.439507,1.22451,1.54112,0.0827901,14,26,34,13,20
Iqbal PLC,4,Glenn Hughes,0,3,False,0.0452186,-0.537967,-0.2882,-0.251616,17,19,41,22,23
Iqbal PLC,4,Fiona Lee,6,1,False,-1.28455,-1.21743,-1.14392,-0.103252,14,23,38,22,28
Iqbal PLC,4,Elaine Bradley,9,1,False,-0.979821,-0.80094,-0.576849,-1.32802,6,14,15,52,47
Iqbal PLC,4,Fiona Johnson,17,1,False,-0.239751,-1.0904,-0.685143,-0.896269,5,6,11,63,55
Iqbal PLC,4,Arthur Coates,16,5,False,-1.1021,-0.715194,-0.204333,-1.31502,15,20,39,30,32
Iqbal PLC,4,Alan Martin,0,6,False,-0.87184,-1.74738,-0.523467,-1.41701,24,38,62,7,1
Iqbal PLC,1,Abigail Poole,15,1,False,0.511624,1.25858,1.81008,-0.760477,17,42,51,9,19
Iqbal PLC,1,Jennifer Hamilton,13,4,False,-0.305338,-0.562465,-0.897298,0.191463,19,37,41,9,9
Iqbal PLC,1,Victor Goodwin,10,4,False,1.45989,0.945887,1.44129,-0.778231,16,29,49,18,12
Iqbal PLC,1,Carolyn Morgan,12,2,False,0.0746382,0.447341,-0.347269,0.519835,6,19,30,25,25
Iqbal PLC,1,Amber Jones,15,5,False,0.549436,1.66395,1.74216,-1.56253,14,31,40,15,29
Iqbal PLC,1,Kelly Davison,4,6,False,0.985314,-0.382758,-0.18855,-0.370305,12,20,33,29,33
Iqbal PLC,5,Jay Schofield,6,2,False,0.284743,0.206799,0.0581852,1.0529,14,22,24,46,46
Iqbal PLC,5,Megan Gibbons,8,3,False,-0.216722,1.14668,-0.373582,-0.163837,20,34,47,19,17
Iqbal PLC,1,Stuart Lawrence,8,3,False,-0.227722,1.02268,-0.202582,-0.103837,21,32,46,18,18
Iqbal PLC,1,Malcolm Patel,17,3,False,-0.200791,1.33785,0.287124,-0.545433,26,39,71,11,10
Iqbal PLC,1,Katy O'Sullivan,17,3,False,1.51575,-0.126209,-0.0155821,-0.233998,17,24,35,36,35
Iqbal PLC,2,Dennis Baxter,14,4,False,-1.90274,-1.70389,-1.01677,-0.340408,11,40,46,12,15
Iqbal PLC,2,Charlie Porter,17,3,False,-0.269231,-0.860557,-0.852392,-0.696453,19,41,56,7,4
Iqbal PLC,2,Patricia Bradley,11,2,False,1.24652,0.568783,0.106907,-0.569247,6,40,52,15,22
Iqbal PLC,2,Claire Anderson,0,3,False,-0.863332,-1.1431,-1.26588,-1.64955,3,8,15,52,47
Iqbal PLC,6,Sharon Turner,6,1,False,-1.17205,-0.79151,-1.01229,-0.125873,12,19,24,36,34
Iqbal PLC,6,Lauren Cole,8,3,False,-1.1411,-0.251043,1.7319,-1.57143,21,39,55,8,7
Iqbal PLC,1,Kirsty Dale,8,1,False,-0.291956,-0.530221,-0.416724,1.51222,6,16,11,51,28
Iqbal PLC,1,Brenda Webb,9,2,False,0.166381,-0.19805,-0.621694,-1.33744,23,29,49,8,8
Iqbal PLC,1,Nigel Robertson,0,2,False,-1.14487,-0.522936,-1.11034,-1.29406,3,15,32,34,51
Iqbal PLC,1,Lesley Jarvis,3,6,False,-0.342936,-0.663762,-0.635857,1.41889,7,15,32,28,30
Iqbal PLC,1,Bruce Savage,16,3,False,-0.0429774,0.999505,3.40592,-0.708729,12,29,63,18,15
Iqbal PLC,7,Caroline Wright,14,3,False,-1.55878,-1.68241,-1.56036,-0.897805,15,21,30,34,23
Iqbal PLC,1,Terence Evans,12,5,False,-0.342074,0.198434,-0.0828119,0.336688,22,37,49,8,18
Iqbal PLC,1,Julia Chambers,9,5,False,1.73153,0.0873374,-0.0373707,-1.30982,12,29,59,5,8
Iqbal PLC,1,Danny Taylor,11,5,False,-0.774295,-0.343591,-0.268416,-0.347533,15,25,48,10,7
Iqbal PLC,1,Luke Cook,8,2,False,-0.385505,-0.594672,-0.492339,0.536112,23,42,44,14,15
Iqbal PLC,1,Gareth Thompson,17,1,False,-1.90827,-2.08202,-0.674881,0.468299,-1,11,4,43,55
Iqbal PLC,1,George Jones,5,5,False,-1.00041,0.105782,-0.678296,-0.0152504,19,39,58,18,14
Iqbal PLC,8,Maureen Hughes,6,1,False,0.316215,0.15957,0.210052,1.08124,9,16,25,40,26
Iqbal PLC,8,Gail Day,17,3,False,-1.09081,-1.41828,-1.504,-1.23868,11,20,51,26,27
Smith Group,0,Andrea Dennis,1,3,False,-0.811518,0.236505,1.64539,-1.58789,4,35,30,22,29
Smith Group,1,Toby Welch,12,5,False,0.673809,0.913334,0.558955,0.458158,24,32,29,30,25
Smith Group,1,Gordon McCarthy,1,2,False,1.02023,-0.335296,1.08958,-0.0981141,6,5,16,60,53
Smith Group,1,Sam Arnold,11,3,False,0.814346,-0.679012,-0.0466968,-0.81382,28,37,60,8,0
Smith Group,1,Hayley Owens,11,5,False,-1.25783,-0.930337,-0.811461,-0.856012,2,6,7,56,48
Smith Group,1,Hugh Perkins,15,1,False,-1.38823,-1.05449,2.76783,0.111665,3,10,5,54,59
Smith Group,1,Aaron McDonald,12,1,False,-0.188537,-0.321937,-0.397793,1.70603,16,12,21,46,43
Griffiths LLC,0,Colin Carter,2,5,True,1.2962,2.10601,1.55398,0.649166,5,13,10,51,38
Griffiths LLC,0,Ashley Hudson,6,1,False,0.346215,0.13157,0.0990516,1.16624,12,18,28,35,26
Griffiths LLC,0,Beverley Smith,0,2,False,-1.05487,-0.501936,-1.08434,-1.39006,2,19,29,31,53
Griffiths LLC,0,Liam Bennett,3,1,False,-0.709067,-0.607227,0.660418,-0.00247255,20,40,59,12,13
Griffiths LLC,0,Gary Burke,0,1,False,-0.0667325,0.394652,-1.03683,0.170688,17,38,60,7,11
Griffiths LLC,1,Jenna Matthews,5,1,False,-0.196988,0.853221,-0.37066,1.01788,11,22,33,29,24
Griffiths LLC,1,Helen Anderson,12,1,False,-0.450975,1.03992,-0.178045,1.16559,7,11,26,46,40
Griffiths LLC,2,Jodie Slater,13,1,False,-1.15512,-0.522803,0.706097,-1.09355,26,40,54,11,7
Griffiths LLC,2,Simon Robinson,12,3,False,-0.352895,0.115016,-0.536692,2.02349,3,10,24,38,48
Griffiths LLC,2,Marian Iqbal,12,5,False,-0.817067,-0.730789,-0.691451,-0.970028,26,42,54,1,10
Griffiths LLC,2,Michelle Taylor,15,1,False,-0.644746,0.410618,1.35161,-1.08231,19,40,61,10,6
Griffiths LLC,2,Jean Thompson,0,2,False,0.0122954,0.300991,-0.0904349,-1.00191,19,50,55,9,6
Griffiths LLC,1,Brian Watson,16,3,False,-1.13332,-0.829409,0.153265,-1.33809,1,1,2,60,63
Griffiths LLC,1,Billy Mann,8,1,False,-1.55471,-1.41732,-1.4427,0.479953,10,16,34,36,35
Griffiths LLC,1,Dylan Kelly,17,3,False,0.115393,1.88271,-0.0883386,1.17985,6,7,15,50,54
Griffiths LLC,1,Jacqueline Armstrong,17,3,False,-0.685775,-0.876058,-0.945945,-0.377893,10,13,31,27,22
Griffiths LLC,1,Barry Dickinson,17,1,False,0.897305,-0.361248,-0.251737,-1.89016,-2,4,10,48,45
Griffiths LLC,1,Tracy Mellor,6,2,True,1.36185,1.50963,0.502886,0.784648,4,7,7,63,41
Lee-Harris,0,Sophie Brown,1,5,False,0.858424,0.704684,0.525923,1.02311,14,27,36,30,31
Lee-Harris,0,Ellie Carey,4,1,False,0.084786,-1.07001,-0.824953,-1.23055,10,26,30,45,30
Lee-Harris,0,Maurice Green,0,1,False,-0.0478613,0.936078,0.291993,1.16723,14,24,25,40,39
Lee-Harris,0,Annette Hewitt,1,5,False,0.967425,0.703684,0.602923,0.953107,12,28,38,27,30
Lee-Harris,0,Rebecca Khan,6,1,False,-0.142889,0.547348,-0.112777,1.32802,2,5,16,58,28
Lee-Harris,1,John Abbott,1,5,False,0.145902,0.102813,-0.193718,-0.381377,19,27,48,14,22
Lee-Harris,1,Dorothy Thorpe,9,5,False,0.107236,-0.542827,0.0700063,0.648823,22,42,59,10,8
Lee-Harris,1,Katherine Burns,9,5,False,0.200175,0.547957,1.83727,-1.64741,16,31,44,9,11
Lee-Harris,1,Steven Evans,12,2,False,0.0266496,-0.0506075,-0.357251,0.503802,16,49,48,7,10
"Steele, Hughes and Wong",0,Paige Gibson,16,5,False,-0.340955,0.664471,1.38686,0.781167,14,37,42,9,11
"Steele, Hughes and Wong",0,Helen Waters,17,3,False,0.403566,-0.297474,-0.221649,0.0690469,16,26,52,13,21
"Steele, Hughes and Wong",0,Anne Rhodes,3,4,False,-0.903957,-0.414265,-1.22345,-0.80451,12,16,26,39,22
"Steele, Hughes and Wong",0,Alison Green,6,1,False,-1.29355,-1.08143,-1.15792,-0.198252,16,17,44,22,24
"Steele, Hughes and Wong",1,Diane Jones,8,3,False,-0.271113,2.6476,0.0247496,0.245967,7,16,37,30,40
"Steele, Hughes and Wong",1,Vincent Harrison,6,2,True,1.40085,1.57063,0.508886,0.656648,3,7,8,63,43
"Steele, Hughes and Wong",1,Lorraine Kirk,0,5,False,0.0807453,0.439694,1.67693,-0.862197,21,32,38,18,23
"Steele, Hughes and Wong",1,Martin Nolan,12,4,False,0.305869,0.277474,-0.495895,0.165617,18,36,56,11,10
"Steele, Hughes and Wong",1,Joel Parker,8,4,False,-0.774324,0.447174,1.17266,-1.07842,2,14,20,62,52
Hilton-Thompson,0,Brian Gray,12,1,False,1.44896,1.36281,0.874629,1.02173,7,14,15,50,41
Hilton-Thompson,0,Kyle Parry,15,1,False,0.33239,1.67317,0.323407,2.8246,0,2,7,69,69
Hilton-Thompson,0,Charlie Parsons,1,6,False,-0.579511,-0.835037,-0.722229,-0.889511,4,20,27,41,38
Hilton-Thompson,0,Jack Tucker,2,4,False,-0.424718,-0.260628,-0.995539,-0.984771,15,21,51,17,13
Hilton-Thompson,1,Jasmine Jones,10,1,False,-0.296524,-0.000316602,1.1662,-0.89851,25,28,58,13,13
Hilton-Thompson,1,Richard Hughes,3,6,False,-0.341936,-0.690762,-0.715857,1.49689,3,18,29,28,32
Hilton-Thompson,1,Leon Brown,8,4,False,3.26157,-0.0531798,-1.02431,0.496195,3,16,23,41,25
Hilton-Thompson,1,Eileen Robinson,13,1,False,-0.537964,-0.916486,-0.799595,-0.850721,5,14,26,30,27
Hilton-Thompson,1,Iain Ryan,10,3,True,1.27456,2.23253,2.14449,0.725133,8,11,16,48,48
Hilton-Thompson,2,Allan Graham,6,1,False,-0.450933,-0.550852,-0.437135,0.355986,9,19,29,27,32
Hilton-Thompson,2,Conor McCarthy,16,3,False,-0.849578,0.277725,0.369568,-0.546073,15,23,40,26,30
Hilton-Thompson,2,Sam Russell,0,4,False,-0.330033,-0.376177,0.596284,-1.1325,14,33,59,13,11
Hilton-Thompson,2,Ronald Kelly,17,5,False,0.302206,0.543799,-0.370405,1.2183,19,25,30,20,21
Hilton-Thompson,3,Mary Henderson,17,2,False,-0.567412,-1.06484,-0.881288,-1.77126,4,11,19,54,34
Hilton-Thompson,3,Karen Khan,10,3,False,0.51235,0.681242,0.237715,1.04376,12,20,20,41,29
Hilton-Thompson,3,Katie Taylor,2,5,False,-0.195644,1.11302,-0.169424,-0.121009,8,29,43,25,24
Hilton-Thompson,1,Karl Murray,15,3,False,-1.48743,-1.04536,1.93327,-1.36281,17,34,68,4,10
Hilton-Thompson,1,Deborah Owen,4,2,False,-0.612354,-1.25782,0.348642,-0.899496,14,40,58,1,0
Hilton-Thompson,4,Ross Gordon,1,5,False,-0.33521,0.760437,-0.421991,1.31061,12,20,30,33,34
Hilton-Thompson,1,Joe Price,17,4,False,1.30534,0.603858,0.771597,1.12697,7,15,32,37,36
Hilton-Thompson,1,Dennis Ali,11,1,True,0.89809,0.236403,0.872725,0.551286,14,15,40,23,15
Hilton-Thompson,1,Josh Williams,12,4,False,0.537084,0.0295775,-0.097558,0.664857,0,21,24,34,35
Hilton-Thompson,1,Eric Harding,12,3,False,-0.0438801,-0.520604,-0.339908,0.0831517,18,35,53,13,15
Hilton-Thompson,2,Kenneth Davis,17,3,False,1.28765,2.12921,1.11555,0.0152864,8,24,42,37,28
Hilton-Thompson,2,Damien Fox,11,4,False,-0.0944755,-0.683426,1.06419,-0.207283,3,7,17,56,67
Hilton-Thompson,2,Amelia Harris,10,5,False,0.700632,1.39547,0.211073,-0.522053,18,32,38,19,19
Hilton-Thompson,2,Francis Cooper,12,2,False,-0.340836,-1.52254,-1.39837,-0.588524,3,24,20,35,52
Hilton-Thompson,2,Mary Jones,12,3,False,0.548151,-0.257394,-0.938207,-0.683317,21,52,46,7,8
Hilton-Thompson,5,Charlene Johnson,17,1,False,-1.59621,-0.460679,0.932837,-1.0105,15,30,36,31,20
Hilton-Thompson,5,Georgia Ford,9,4,False,-0.497923,-0.296667,-0.313702,-1.27431,1,1,6,61,68
Hilton-Thompson,5,Sean Douglas,2,1,False,-0.356297,0.056323,-0.206523,0.1477,17,20,38,15,28
Hilton-Thompson,5,Maureen Storey,3,4,False,-0.0120964,-0.223074,1.27209,-0.326926,0,3,2,65,52
Hilton-Thompson,5,Shirley King,8,4,True,3.17249,0.638351,1.44039,0.802409,3,7,9,61,62
Hilton-Thompson,5,Douglas Norris,1,4,False,0.0671199,1.20222,-0.313748,1.9209,8,26,49,30,28
Hilton-Thompson,1,Frederick Bennett,10,5,False,-0.841225,-0.308459,-1.24811,-0.0632833,2,7,15,51,37
Hilton-Thompson,6,Julian Holmes,3,1,True,0.752484,0.275519,0.335931,1.14694,7,12,25,47,47
Hilton-Thompson,6,Leigh Palmer,12,5,False,-0.863134,-0.485875,-0.909758,-0.535607,15,26,20,35,29
Hilton-Thompson,1,Judith Baker,9,1,False,0.506881,0.858437,-0.379742,0.116908,0,28,42,23,22
Hilton-Thompson,1,Jake Lee,4,2,False,-0.455427,0.00129607,-0.76874,-1.22647,22,24,48,29,21
Hilton-Thompson,1,Yvonne Thomson,3,4,False,0.242557,1.2973,-0.151721,0.830879,14,23,40,20,32
Hilton-Thompson,1,Charlotte Taylor,12,1,False,-0.145301,-0.567474,-0.0931087,-0.977427,9,24,25,37,33
Hilton-Thompson,1,Maurice Clark,16,2,False,0.307931,1.37115,5.00039,-1.25133,22,47,55,14,14
Hilton-Thompson,2,Brenda Cunningham,11,6,False,-0.617824,-0.332211,0.305274,-1.37027,12,30,39,30,22
Hilton-Thompson,2,Abdul Johnson,13,1,False,-1.39954,-0.604368,-0.915943,-0.502363,4,1,16,59,40
Hilton-Thompson,2,Henry Gray,13,6,False,-0.808832,-0.611676,-0.458675,-1.36275,14,20,28,26,42
Hilton-Thompson,2,Ashleigh Preston,9,3,False,0.727738,0.559854,-0.431922,0.372228,10,22,34,25,27
Hilton-Thompson,7,Annette Scott,17,5,False,-0.763617,-0.948522,-1.0172,-0.202133,12,36,39,18,16
Hilton-Thompson,7,Max Akhtar,17,5,False,-0.038645,0.387377,-0.31793,1.0101,7,13,19,52,42
Hilton-Thompson,7,Stewart Thornton,14,1,False,-0.499787,-0.867998,-0.340058,2.8197,4,14,12,66,44
Hilton-Thompson,7,Christopher Barrett,13,4,False,-0.284338,-0.495465,-0.933298,0.166463,21,39,44,11,7
Hilton-Thompson,7,James Potter,0,5,False,-1.48686,-0.969872,-0.468176,-0.311328,6,12,13,53,37
Young-Hall,0,Ashley Hodgson,13,4,False,1.277,0.345744,-0.29725,0.445022,10,17,26,32,39
Young-Hall,0,Leanne Holmes,5,5,False,-1.04141,0.258782,-0.665296,-0.0822504,16,37,61,15,12
Young-Hall,1,Natalie Jones,3,3,False,0.117355,-0.0552654,0.183709,2.35736,2,6,9,52,60
Young-Hall,1,Kimberley Fletcher,16,6,False,-0.391248,2.10178,-0.805258,-0.305582,18,27,44,20,24
Young-Hall,1,Jack Savage,14,6,False,0.113882,-0.889661,0.0835863,1.29749,5,9,11,38,52
Young-Hall,1,Carole Jones,14,1,False,-0.420621,-0.977246,-1.00326,-0.980323,16,19,32,31,38
Young-Hall,1,Sam Hayward,15,1,False,0.35539,1.73817,0.351407,2.8736,3,0,2,66,65
Young-Hall,1,Angela Lewis,13,1,False,1.36733,0.718834,0.0318243,-0.724314,18,34,65,12,15
Young-Hall,1,Denise Thornton,16,6,False,-0.388505,-0.879231,2.36754,-0.365202,8,18,35,32,32
Young-Hall,2,Joyce Parry,0,6,False,0.389898,-0.85962,-0.824162,0.779461,26,53,49,3,12
Young-Hall,2,Ryan Murphy,11,4,False,0.0437672,0.127913,-0.209141,1.34594,13,36,46,14,25
Young-Hall,2,Margaret Booth,12,5,False,-0.309779,-0.556276,-0.77552,0.222138,7,15,19,24,61
Young-Hall,2,Gemma Marsden,17,3,False,1.11997,0.975365,0.473399,-0.345892,20,31,56,19,25
Young-Hall,2,Pamela O'Brien,12,1,False,0.462534,0.0450707,-0.000416152,1.05254,10,13,30,31,36
Young-Hall,1,Toby Cooper,3,3,False,-0.046645,-0.0622654,0.284709,2.39236,0,4,7,51,62
Young-Hall,2,Mohammed Marshall,15,6,True,-0.816363,0.652427,2.51082,-0.663455,1,14,14,46,33
Young-Hall,2,Brett Simpson,17,3,False,1.28852,0.242269,1.8359,-0.466673,6,38,46,22,19
Young-Hall,2,Sean Johnson,10,3,False,-1.05689,-1.24465,-0.671753,-0.43843,17,35,36,20,13
Young-Hall,3,Charles Hughes,17,3,False,-0.0241544,0.18531,-0.0435632,-0.58997,24,34,55,6,12
Young-Hall,1,Ian Barry,10,3,False,-1.22289,-1.29465,-0.509753,-0.43343,17,33,33,21,12
Young-Hall,1,Rebecca Moore,15,1,False,0.47939,1.81117,0.280407,2.8576,-1,0,5,67,69
Young-Hall,1,Geoffrey O'Neill,0,4,False,-0.453365,-0.556934,0.329375,-1.17871,14,31,58,5,15
Young-Hall,3,Yvonne Young,12,2,False,7.31801,-2.16806,-2.14699,-0.38712,7,6,11,55,50
Young-Hall,3,Paul Giles,6,3,False,0.11551,0.593814,-0.19598,-0.956739,16,30,57,7,8
Young-Hall,1,Leigh Wright,9,4,False,-0.118417,1.01483,1.71193,0.894535,4,8,11,50,39
Young-Hall,1,Susan Foster,6,3,False,-0.298444,-0.532135,-1.07807,-1.16949,12,26,42,29,27
Young-Hall,1,Gordon Jones,16,3,True,0.319665,-0.120156,2.45476,-0.650248,21,31,57,15,15
Young-Hall,1,Tracy Dobson,17,3,False,-0.449231,-0.810557,-0.670392,-0.560453,13,37,61,6,4
Young-Hall,1,Mandy Miller,17,1,False,-0.625412,-0.470327,0.608685,0.583732,16,25,39,23,27
Young-Hall,1,Malcolm Harvey,12,4,False,0.339869,0.103474,-0.452895,0.00961651,15,38,57,12,11
Young-Hall,1,Ronald Moss,0,3,False,-2.75623,0.404612,-0.988149,-1.00781,2,-2,3,50,57
Young-Hall,2,Cameron Lane,9,3,False,-0.321836,1.56054,0.260939,-0.00833482,22,41,53,9,13
Young-Hall,2,Diana Smith,17,2,False,1.19058,-0.978015,0.249618,-0.550007,16,42,45,6,10
Young-Hall,2,Owen Nicholson,6,1,False,-0.25279,1.4926,-0.402125,-0.0356306,3,2,7,63,63
Young-Hall,2,Frederick Bruce,0,3,False,-0.711873,-1.42278,-0.627972,-1.83115,23,43,60,7,3
Young-Hall,2,Ronald Hodgson,14,3,False,-0.0870951,0.175906,-0.289737,1.14935,5,17,23,41,46
Young-Hall,4,Lynne Kennedy,17,2,False,-0.089477,-0.0497308,0.111185,-0.439343,15,36,45,12,12
Young-Hall,5,Helen Edwards,14,5,False,-0.0897717,-1.28983,-0.759034,-1.27378,18,46,60,4,-1
Young-Hall,5,Jamie Chapman,17,5,False,1.33988,0.423742,-0.00450189,0.210224,10,26,38,30,27
Young-Hall,5,Terry Stephenson,5,1,False,-0.145988,0.747221,-0.41166,0.82688,10,20,33,32,27
Young-Hall,5,Jeremy Clark,9,2,False,-0.294485,-0.541353,0.253704,-0.340202,14,21,50,16,16
Young-Hall,6,Paul Lamb,17,5,False,0.255206,0.526798,-0.405405,1.1753,21,22,28,19,20
Young-Hall,6,Callum Jones,3,1,False,-0.0746337,0.103648,-0.481186,1.35996,7,11,26,44,56
Young-Hall,6,Sheila Williams,12,2,False,1.23567,-0.333131,-0.144788,-0.856406,9,30,41,15,20
Young-Hall,7,Lawrence King,14,5,False,-0.481983,-1.05796,-0.974298,0.181839,9,36,42,34,23
Young-Hall,7,Kelly Burrows,11,2,False,-1.02431,-1.51842,-1.8327,-0.162908,11,22,35,38,33
Young-Hall,8,Debra Fry,10,5,False,-0.424679,0.255844,-1.10763,-0.0186433,3,6,9,60,42
Young-Hall,8,Martyn Harrison,16,3,False,0.377155,1.97399,2.40446,1.43567,7,19,26,28,32
Young-Hall,8,Allan Welch,12,2,False,1.19817,-0.845769,-0.735478,0.00566813,8,23,43,19,14
Young-Hall,8,Emily Wilson,14,3,True,-0.836382,2.13262,-0.783526,2.90291,2,6,8,67,65
Young-Hall,8,Aaron Mason,10,1,False,-0.839854,-0.853077,0.667348,-1.09135,9,18,31,10,24
Young-Hall,8,Martyn Hale,17,3,False,-1.00274,-0.0287925,-0.348004,-1.23507,14,28,42,24,21
Cook Group,0,Jordan Long,3,1,True,0.740484,0.311519,0.304931,1.10794,7,14,26,46,48
Cook Group,0,Steven Heath,6,3,False,-0.0188613,1.33768,0.890923,-1.67751,19,27,41,14,13
Cook Group,0,Jill Tucker,11,2,False,-0.875311,-1.46042,-1.9867,-0.162908,11,24,34,41,35
Cook Group,1,Nicholas O'Connor,5,6,False,-0.144104,0.15525,-0.357879,-0.817927,6,23,36,22,42
Cook Group,1,Martin Johnson,17,4,False,-0.867822,-1.74148,-0.755355,-0.660317,10,12,22,29,48
Cook Group,1,Geoffrey Bradley,13,1,False,-1.30254,-0.662368,-0.907943,-0.479363,3,2,17,57,45
Cook Group,1,William Hall,14,2,False,-0.793186,-0.196503,-0.754269,-0.717662,7,18,23,43,41
Cook Group,1,Marian Greenwood,13,1,False,0.452977,0.121961,-0.756552,-1.5617,10,27,25,35,28
Cook Group,1,Georgia Green,12,5,False,1.15369,1.32898,0.0492682,0.307294,10,28,41,17,23
Cook Group,1,Helen Armstrong,17,2,False,-1.29044,-0.442758,-1.29838,-0.0621126,23,34,50,14,15
Cook Group,1,Carol Dawson,2,4,False,-0.462718,-0.325628,-0.965539,-0.920771,12,18,55,15,14
Cook Group,1,Ronald Brennan,17,6,False,-1.07664,-0.622408,-1.06382,0.0175491,1,9,6,50,56
Cook Group,1,Iain Patel,0,3,False,-0.248593,0.307485,-0.828373,3.08726,16,28,43,18,5
Cook Group,2,Leonard Talbot,4,4,False,0.580788,-0.843218,0.656493,0.32692,8,11,15,49,27
Cook Group,2,Nicholas Anderson,14,4,True,0.191068,-0.168878,1.82584,0.982256,3,21,10,52,46
Cook Group,2,Gemma Hawkins,12,1,False,3.487,0.883078,-0.268555,-1.32461,-2,2,-3,53,72
Cook Group,2,Jennifer Lee,3,1,False,-0.322328,-0.943077,-0.148499,2.39052,7,10,27,33,35
Cook Group,2,Ben Brown,0,1,False,-1.38078,-0.354933,-0.519277,-1.55839,12,27,43,24,20
Cook Group,1,Sian Hughes,12,6,False,-1.13526,-1.26166,-1.18222,-0.439363,2,5,3,72,49
Cook Group,1,Julia Webster,2,3,True,0.342684,1.53342,0.763896,1.40688,5,7,7,53,55
Cook Group,1,Michael Bell,0,1,False,-0.773186,-1.77667,-0.532684,-1.3364,17,29,47,8,9
Cook Group,1,Gary Rogers,8,4,False,-0.405602,-0.535813,-0.444692,1.2753,-1,-2,1,58,63
Cook Group,1,Nigel Hussain,13,4,False,1.376,0.431744,-0.29325,0.635022,12,17,27,29,39
Cook Group,2,Joseph Howarth,1,5,False,-0.600205,-0.355464,-0.819296,-1.01695,0,9,6,59,56
Cook Group,2,Owen Khan,13,1,False,-1.14712,-0.524803,0.670097,-1.15355,27,38,54,11,10
Cook Group,2,Louise Smith,0,4,False,-0.409365,-0.711934,0.431375,-1.02471,15,33,61,8,9
Cook Group,1,Lynne Thompson,17,1,False,2.31835,0.140567,0.291865,-0.264546,5,15,20,45,45
Cook Group,1,Denis Stone,0,1,False,-0.997565,-1.54257,-1.34783,-0.708785,13,14,29,46,43
Cook Group,1,Damien Hawkins,17,4,False,-0.679746,-0.93723,-0.587325,-0.911668,3,6,3,61,72
Cook Group,1,Rhys Taylor,4,1,False,0.095786,-1.13601,-0.835953,-1.19355,8,26,27,52,29
Cook Group,3,Beverley Turner,9,3,False,-0.0447641,0.182971,-0.326967,1.6914,8,7,15,46,30
Cook Group,3,Tracey Wood,2,4,False,-0.125136,0.246837,-0.215095,0.565986,15,33,52,19,13
Cook Group,3,Ben Watkins,17,1,False,-0.565238,1.50314,1.3655,0.26879,19,34,39,9,28
Cook Group,3,Marion Hawkins,8,6,False,-0.482984,-0.301576,-0.208039,-0.966273,10,26,40,29,23
Cook Group,3,Gordon Hill,15,6,False,0.574507,1.37951,1.48312,0.12779,14,24,34,16,20
Cook Group,3,Jasmine Robinson,12,3,False,-0.731636,-0.972638,-0.877314,-0.527904,23,48,53,5,8
Cook Group,4,Graeme Adams,11,2,False,1.11052,0.670783,0.169907,-0.563247,10,38,50,18,20
"Johnson, Kent and Johnson",0,Shane Thomas,12,1,False,1.49153,0.409728,0.200453,0.65096,17,35,29,25,22
"Johnson, Kent and Johnson",0,Ashleigh Cole,17,1,False,-0.805323,-0.737634,-0.858376,-0.541706,1,9,6,48,54
"Johnson, Kent and Johnson",0,Ricky Edwards,12,1,False,-1.55712,-0.627391,-1.29529,0.0769781,1,-1,3,70,46
"Johnson, Kent and Johnson",1,Jeffrey Roberts,12,1,False,-0.236455,-0.6662,-0.538304,0.0653725,12,36,29,26,22
